Date,Open_Price,Close_Price,High_Price,Low_Price,Volume,Daily_Return_Pct,Volatility_Range,Market_Cap,SMA_20,SMA_50,RSI_14
21/05/1908,127.59,124.99,128.12,124.29,3839514,-2.0378,3.83,224704850.1,127.894,129.327,34.61
22/05/1908,124.99,124.03,125.77,122.88,8925943,-0.7681,2.89,592309681.4,127.728,129.159,31.54
25/05/1908,124.03,123.86,124.23,121.84,3127195,-0.1371,2.39,553480019.2,127.571,129.016,31.02
26/05/1908,123.86,124.49,125.48,122.89,1126837,0.5086,2.59,361663792.8,127.354,128.833,35.31
27/05/1908,124.49,124.66,126.82,123.88,2966596,0.1366,2.94,501516760.8,127.174,128.596,36.46
28/05/1908,124.66,124.58,126.03,123.96,4177436,-0.0642,2.07,290139388.2,126.906,128.374,36.13
29/05/1908,124.58,124.88,125.12,124.26,5657968,0.2408,0.86,518420109.2,126.662,128.165,38.35
01/06/1908,124.88,125,125.53,124.49,9104860,0.0961,1.04,418869196.6,126.436,127.978,39.26
02/06/1908,125,124.33,125.75,123.33,2801821,-0.536,2.42,164758528.8,126.202,127.809,36.06
03/06/1908,124.33,124.25,126.29,123.8,476941,-0.0643,2.49,414931111.3,125.953,127.644,35.69
04/06/1908,124.25,124.29,124.89,123.72,6429022,0.0322,1.17,328984592.4,125.751,127.494,36.05
05/06/1908,124.29,124.17,124.51,123.14,2135469,-0.0965,1.37,320264631,125.54,127.343,35.41
08/06/1908,124.17,125.58,126.79,122.76,583037,1.1355,4.03,440123484.1,125.494,127.25,47.18
09/06/1908,125.58,125.45,127.45,124.44,9440328,-0.1035,3.01,249473886.4,125.462,127.169,46.34
10/06/1908,125.45,123.25,127.04,122.55,7402245,-1.7537,4.49,444938884.7,125.273,127.061,35
11/06/1908,123.25,123.78,124.17,122.42,3827173,0.43,1.75,552219423,125.126,126.968,38.88
12/06/1908,123.78,124.52,124.58,123.49,5284748,0.5978,1.09,536559325.7,124.958,126.91,43.92
15/06/1908,124.52,124.81,126.03,124.42,6880707,0.2329,1.61,399788690.8,124.815,126.856,45.8
16/06/1908,124.81,124.25,125.93,123.39,7567475,-0.4487,2.54,453015911.8,124.638,126.779,42.81
17/06/1908,124.25,124.74,126.54,123.39,6151570,0.3944,3.15,187792619,124.496,126.721,46.13
18/06/1908,124.74,125.61,126.18,124.01,5947162,0.6975,2.17,297962587.7,124.526,126.656,51.5
19/06/1908,125.61,124.43,126.12,123.8,2045127,-0.9394,2.32,189098235,124.547,126.587,44.95
22/06/1908,124.43,125.05,127.3,123.76,5282761,0.4983,3.54,529690338.1,124.606,126.521,48.65
23/06/1908,125.05,124.26,125.41,123.13,9052006,-0.6317,2.28,475791901,124.595,126.446,44.54
24/06/1908,124.26,125.38,125.4,124.08,4070018,0.9013,1.32,285732137.1,124.63,126.402,50.87
25/06/1908,125.38,125.27,125.62,124.93,7508403,-0.0877,0.69,542760256.4,124.665,126.351,50.26
26/06/1908,125.27,125.73,127.04,124.7,2921712,0.3672,2.34,470075934.2,124.707,126.297,52.8
29/06/1908,125.73,125.73,126.34,124.95,3616568,0,1.39,339819019.6,124.744,126.219,52.8
30/06/1908,125.73,126.83,126.97,125.12,8066906,0.8749,1.85,456717156.3,124.869,126.171,58.64
01/07/1908,126.83,125.28,127.81,124.88,917838,-1.2221,2.93,455712954.7,124.92,126.097,49.37
02/07/1908,125.28,126.74,127.48,124.23,8201656,1.1654,3.25,151802445.5,125.043,126.062,56.37
03/07/1908,126.74,126.7,126.77,125.92,9360837,-0.0316,0.85,534084395.7,125.17,126.049,56.14
06/07/1908,126.7,127.69,127.79,124.53,7061673,0.7814,3.26,489407546.4,125.275,126.063,60.43
07/07/1908,127.69,125.95,129.71,125.72,5084253,-1.3627,3.99,196637175.4,125.3,126.005,50.99
08/07/1908,125.95,125.17,128.05,124.07,504529,-0.6193,3.98,494464718.1,125.396,125.944,47.42
09/07/1908,125.17,123.58,125.51,123.2,7636288,-1.2703,2.31,575880298.1,125.386,125.816,41.1
10/07/1908,123.58,123.4,123.6,122.82,3502097,-0.1457,0.78,434860135.8,125.33,125.689,40.44
13/07/1908,123.4,121.89,124.59,120.35,5433182,-1.2237,4.24,590908259.5,125.184,125.537,35.33
14/07/1908,121.89,123.52,123.64,121.31,4375001,1.3373,2.33,321427923.5,125.148,125.427,43.61
15/07/1908,123.52,123.46,124.68,123.14,3022881,-0.0486,1.54,393964057.1,125.084,125.311,43.39
16/07/1908,123.46,122.18,124.34,121.58,7219158,-1.0368,2.76,548881113,124.912,125.188,38.88
17/07/1908,122.18,121.2,122.39,120.23,6850541,-0.8021,2.16,301306556.7,124.75,125.045,35.81
20/07/1908,121.2,120.96,121.38,120.08,7925639,-0.198,1.3,123806060.1,124.546,124.934,35.08
21/07/1908,120.96,121.44,122.54,119.75,5060281,0.3968,2.79,147935106.1,124.405,124.841,37.81
22/07/1908,121.44,120.78,121.78,120.73,2439911,-0.5435,1.05,456665523,124.175,124.716,35.6
23/07/1908,120.78,122.34,123.12,120.62,167408,1.2916,2.5,440259686.9,124.029,124.628,43.96
24/07/1908,122.34,122.17,122.66,121.78,6137494,-0.139,0.88,514078781,123.851,124.514,43.3
27/07/1908,122.17,122.01,122.28,121.16,8756406,-0.131,1.12,168444988.7,123.664,124.401,42.65
28/07/1908,122.01,122.69,123.86,119.47,5244914,0.5573,4.39,498166412.8,123.457,124.299,46.33
29/07/1908,122.69,121.68,123.53,121.41,7566669,-0.8232,2.12,498503276.6,123.278,124.181,42.02
30/07/1908,121.68,123.76,124.77,121.34,6182446,1.7094,3.43,523522125.2,123.128,124.156,51.94
31/07/1908,123.76,124,124.82,123.2,9878942,0.1939,1.62,147361364.1,122.994,124.155,52.95
03/08/1908,124,124.07,125.39,122.07,3385705,0.0565,3.32,539148395,122.812,124.16,53.25
04/08/1908,124.07,123.67,124.07,122.55,4379394,-0.3224,1.52,557215557.4,122.699,124.143,51.2
05/08/1908,123.67,123.5,123.76,123.37,3045035,-0.1375,0.39,410205878.5,122.615,124.12,50.32
06/08/1908,123.5,124.62,125.11,123.23,6253690,0.9069,1.88,604123293.8,122.667,124.121,55.75
07/08/1908,124.62,124.35,125.5,123.96,4133372,-0.2167,1.54,380491141.6,122.714,124.11,54.21
10/08/1908,124.35,124.59,124.6,122.87,4254099,0.193,1.73,530280869.6,122.85,124.102,55.39
11/08/1908,124.59,125.98,126.43,123.87,1546030,1.1157,2.56,215509523.8,122.973,124.135,61.56
12/08/1908,125.98,126.7,128.01,125.86,1773480,0.5715,2.15,324049221.6,123.134,124.184,64.31
13/08/1908,126.7,129.2,129.25,126.06,4459013,1.9732,3.19,343292493.7,123.486,124.282,71.85
14/08/1908,129.2,132.03,132.74,128.61,5708307,2.1904,4.13,319901657.7,124.027,124.439,77.62
17/08/1908,132.03,132.38,132.88,131.07,3086773,0.2651,1.81,191333490.2,124.598,124.575,78.21
18/08/1908,132.38,132.04,132.96,131.31,1710102,-0.2568,1.65,344458395.7,125.128,124.707,76.1
19/08/1908,132.04,131.59,133.53,131.19,8427114,-0.3408,2.34,632082828.1,125.669,124.874,73.28
20/08/1908,131.59,132.08,133.79,131.06,928835,0.3724,2.73,434367774.6,126.156,125.04,74.39
21/08/1908,132.08,132.11,132.37,132.03,7329995,0.0227,0.34,640834086.7,126.652,125.192,74.46
24/08/1908,132.11,132.53,133.16,131.79,2810451,0.3179,1.37,502178354.5,127.178,125.346,75.47
25/08/1908,132.53,130.64,133.37,129.88,3954840,-1.4261,3.49,344995483.6,127.576,125.474,63.3
26/08/1908,130.64,130.75,131.04,129.8,9495112,0.0842,1.24,297173826.7,128.029,125.594,63.67
27/08/1908,130.75,131.73,132.03,129.98,9538077,0.7495,2.05,183800314,128.428,125.717,66.85
28/08/1908,131.73,133.63,135.43,131.46,849717,1.4423,3.97,380511440.8,128.91,125.901,71.98
31/08/1908,133.63,133.59,134.31,132.33,9229651,-0.0299,1.98,577594569.7,129.386,126.071,71.72
01/09/1908,133.59,133.73,134.18,133.33,1554329,0.1048,0.85,206680713.4,129.888,126.261,72.09
02/09/1908,133.73,132.28,134.35,131.28,1774620,-1.0843,3.07,622746826.4,130.327,126.399,62.96
03/09/1908,132.28,131.73,133.44,130.9,6616692,-0.4158,2.54,496028986.6,130.683,126.528,59.87
04/09/1908,131.73,131.28,132.94,129.07,1766548,-0.3416,3.87,507145619.3,131.03,126.639,57.38
07/09/1908,131.28,131.05,131.49,130.49,8196836,-0.1752,1,452748755.5,131.352,126.745,56.1
08/09/1908,131.05,131.26,131.6,129.76,9060139,0.1602,1.84,252014213.1,131.616,126.834,57.04
09/09/1908,131.26,133.21,134.46,130.74,753645,1.4856,3.72,284278460.3,131.942,126.993,64.65
10/09/1908,133.21,133.29,133.91,132.92,2332373,0.0601,0.99,634495080.6,132.146,127.124,64.92
11/09/1908,133.29,133.19,133.31,132.21,2442735,-0.075,1.1,421345223.3,132.204,127.253,64.25
14/09/1908,133.19,134.08,134.28,131.9,5985537,0.6682,2.38,309729905,132.29,127.381,67.47
15/09/1908,134.08,135.39,136.29,133.74,2751243,0.977,2.55,147267278.5,132.457,127.57,71.54
16/09/1908,135.39,134.5,136.84,133.97,4185554,-0.6574,2.87,351756497.6,132.602,127.757,65.54
17/09/1908,134.5,134.72,134.89,132.67,263968,0.1636,2.22,187939278.4,132.734,127.979,66.29
18/09/1908,134.72,132.81,134.97,132.22,4638156,-1.4178,2.75,241571200.5,132.77,128.168,55.06
21/09/1908,132.81,132.63,132.89,132.28,5760912,-0.1355,0.61,511033453.4,132.775,128.382,54.13
22/09/1908,132.63,133.43,133.82,132.07,1456427,0.6032,1.75,167234423.3,132.914,128.581,57.56
23/09/1908,133.43,132.05,133.82,131.87,2815013,-1.0343,1.95,136335439.5,132.979,128.752,50.54
24/09/1908,132.05,132.75,133.59,131.75,1768303,0.5301,1.84,433654561.9,133.03,128.964,53.63
25/09/1908,132.75,131.45,134.09,131.22,6746674,-0.9793,2.87,452479570.3,132.921,129.169,47.67
28/09/1908,131.45,129.26,131.72,128.42,8765978,-1.666,3.3,235194552.6,132.704,129.335,39.67
29/09/1908,129.26,127.99,129.4,127.4,9271750,-0.9825,2,618791957.3,132.418,129.466,35.9
30/09/1908,127.99,130.81,133.2,127.66,8790245,2.2033,5.54,554384852.3,132.344,129.666,47.76
01/10/1908,130.81,129.11,131.9,128.41,8616554,-1.2996,3.49,265058329.2,132.213,129.802,42.64
02/10/1908,129.11,128.82,129.21,125.72,2076393,-0.2246,3.49,628869413.9,132.09,129.935,41.81
05/10/1908,128.82,128.56,129.05,128.03,1344416,-0.2018,1.02,324692257.6,131.966,130.066,41.05
06/10/1908,128.56,128.94,129.64,126.65,8399092,0.2956,2.99,178633174,131.849,130.191,42.7
07/10/1908,128.94,126.77,129.57,125.95,7797156,-1.683,3.62,387808178.8,131.527,130.293,36.43
08/10/1908,126.77,129.47,129.7,125.67,7952634,2.1298,4.03,573788336.5,131.336,130.407,46.88
09/10/1908,129.47,130.91,132.63,128.82,5663904,1.1122,3.81,255725429.8,131.222,130.545,51.47
12/10/1908,130.91,130.97,131.79,129.36,1265442,0.0458,2.43,485938541,131.067,130.683,51.65
13/10/1908,130.97,129.26,132.22,129,6475148,-1.3056,3.22,464071759.9,130.761,130.795,46.19
14/10/1908,129.26,131.1,131.69,128.61,3350874,1.4235,3.08,363815945.5,130.59,130.947,52.07
15/10/1908,131.1,130.82,131.69,129.14,6176463,-0.2136,2.55,376781325.9,130.396,131.071,51.15
16/10/1908,130.82,132.2,134.26,130.04,2208714,1.0549,4.22,408027875.2,130.365,131.228,55.32
19/10/1908,132.2,132.79,133.72,130.73,9099867,0.4463,2.99,179522897.9,130.373,131.392,57.01
20/10/1908,132.79,130.89,134.24,129.66,7104499,-1.4308,4.58,275300463.9,130.246,131.49,50.4
21/10/1908,130.89,130.3,132.98,130.24,3776904,-0.4508,2.74,217865365,130.158,131.562,48.52
22/10/1908,130.3,128.84,132.16,127.22,3984740,-1.1205,4.94,312047951.4,129.963,131.555,44.13
23/10/1908,128.84,128.49,129.93,127.36,2942970,-0.2717,2.57,559550538.5,129.815,131.484,43.12
26/10/1908,128.49,127.57,129.06,127.33,4009015,-0.716,1.73,400343101.1,129.73,131.388,40.5
27/10/1908,127.57,127.1,128.9,126.86,3455851,-0.3684,2.04,321164042.2,129.686,131.289,39.19
28/10/1908,127.1,126.2,129.56,125.41,4508434,-0.7081,4.15,530429104.3,129.456,131.181,36.74
29/10/1908,126.2,125.94,127.17,125.24,8815940,-0.206,1.93,402524772.7,129.297,131.058,36.04
30/10/1908,125.94,127.22,127.5,125.86,6216994,1.0164,1.64,252845581.8,129.217,130.961,41.92
02/11/1908,127.22,128.44,129.19,126.29,7202604,0.959,2.9,227463565.6,129.211,130.879,46.92
03/11/1908,128.44,127.81,128.65,127.45,3986642,-0.4905,1.2,631722371.9,129.155,130.822,44.77
04/11/1908,127.81,126.9,128.28,126.28,1090835,-0.712,2,176008671.9,129.161,130.745,41.8
05/11/1908,126.9,126.08,127.22,123.68,9707570,-0.6462,3.54,591920267.8,128.992,130.632,39.27
06/11/1908,126.08,127.47,127.5,124.04,1084780,1.1025,3.46,478639168.7,128.82,130.509,45.31
09/11/1908,127.47,126.08,127.95,125.94,437405,-1.0905,2.01,244643328.3,128.575,130.359,40.93
10/11/1908,126.08,124.39,126.54,124.28,3151004,-1.3404,2.26,332303459,128.332,130.172,36.33
11/11/1908,124.39,124.49,124.59,123.88,6483564,0.0804,0.71,540913258,128.001,130.016,36.78
12/11/1908,124.49,125.35,126.61,123.41,2260846,0.6908,3.2,327027566.2,127.728,129.889,40.69
13/11/1908,125.35,122.85,125.67,120.76,4545433,-1.9944,4.91,269546516.8,127.26,129.72,34.09
16/11/1908,122.85,122.82,123.07,122.8,5820938,-0.0244,0.27,209565610.8,126.762,129.555,34.02
17/11/1908,122.82,121.93,123.21,121.75,5646127,-0.7246,1.46,158642072.8,126.314,129.369,31.89
18/11/1908,121.93,119.03,122.45,118.68,2841671,-2.3784,3.77,567065670.8,125.75,129.085,26.14
19/11/1908,119.03,119.13,119.6,118.91,8535356,0.084,0.69,436421177.5,125.264,128.802,26.63
20/11/1908,119.13,119.22,120.02,117.25,7516897,0.0755,2.77,225994129,124.801,128.523,27.1
23/11/1908,119.22,119.7,121.02,118.11,3419415,0.4026,2.91,382085052.7,124.408,128.235,29.69
24/11/1908,119.7,119.71,119.88,117.13,431856,0.0084,2.75,542271911.6,124.038,127.921,29.74
25/11/1908,119.71,120.59,121.26,119,4005199,0.7351,2.26,374477220.3,123.757,127.643,34.67
26/11/1908,120.59,119.51,121.26,119.34,4303459,-0.8956,1.92,257964548.4,123.436,127.339,31.73
27/11/1908,119.51,119.47,121.05,117.36,4043611,-0.0335,3.69,254286492.3,123.048,127.072,31.62
30/11/1908,119.47,119.32,120.27,118.62,1725259,-0.1256,1.65,134922012.4,122.592,126.806,31.2
01/12/1908,119.32,119.42,121.74,117.65,1410764,0.0838,4.09,129948472.7,122.173,126.526,31.85
02/12/1908,119.42,119.87,121.22,117.63,3232999,0.3768,3.59,336199688,121.821,126.282,34.87
03/12/1908,119.87,119.62,121.02,118.88,8322686,-0.2086,2.14,341749376.6,121.498,126.02,33.97
04/12/1908,119.62,118.16,119.77,117,780559,-1.2205,2.77,457225796.4,121.033,125.754,29.23
07/12/1908,118.16,119.14,119.81,117.07,2055464,0.8294,2.74,586060860.8,120.686,125.551,35.71
08/12/1908,119.14,117.42,119.46,116.97,4067641,-1.4437,2.49,166915914,120.338,125.34,30.44
09/12/1908,117.42,115.84,117.67,115.7,1600642,-1.3456,1.97,116798476.2,119.905,125.041,26.56
10/12/1908,115.84,116.45,116.47,113.07,566031,0.5266,3.4,145926722.2,119.46,124.787,30.26
11/12/1908,116.45,118.66,119.25,115.11,414716,1.8978,4.14,297660503.9,119.25,124.584,41.7
14/12/1908,118.66,118.44,119.07,116.96,5303087,-0.1854,2.11,498219711.8,119.032,124.382,40.98
15/12/1908,118.44,119.29,120.52,118.1,1360646,0.7177,2.42,236378041.2,118.899,124.189,44.94
16/12/1908,119.29,118.7,120.91,117.6,942743,-0.4946,3.31,185711216.8,118.883,124.027,42.79
17/12/1908,118.7,118.59,119.08,117.43,995161,-0.0927,1.65,122484160.7,118.856,123.81,42.39
18/12/1908,118.59,118.73,119.45,116.93,4869523,0.1181,2.52,401131284.8,118.832,123.566,43.13
21/12/1908,118.73,120.38,121.01,118.49,103010,1.3897,2.52,358636474.2,118.866,123.354,51.1
22/12/1908,120.38,120.87,120.96,119.35,586364,0.407,1.61,451534322.3,118.923,123.187,53.2
23/12/1908,120.87,122.46,123.03,120.07,2669909,1.3155,2.96,441847975.6,119.017,123.014,59.3
24/12/1908,122.46,122.5,122.61,122.32,312530,0.0327,0.29,449118683.9,119.166,122.847,59.45
25/12/1908,122.5,123.27,124.14,121.6,5932545,0.6286,2.54,443354963.8,119.357,122.669,62.21
28/12/1908,123.27,122.72,124.13,122.55,3438284,-0.4462,1.58,217710993,119.527,122.467,59.11
29/12/1908,122.72,121.7,123.28,120.2,1212886,-0.8312,3.08,326259229.8,119.64,122.284,53.77
30/12/1908,121.7,122.84,124.42,120.9,6451391,0.9367,3.52,220593199.9,119.789,122.134,58.31
31/12/1908,122.84,122.62,123.68,122.3,1010655,-0.1791,1.38,558606574.2,119.939,122.01,57.14
01/01/1909,122.62,121.04,123.26,120.77,7419080,-1.2885,2.49,403933708.8,120.083,121.861,49.49
04/01/1909,121.04,120,122.52,119.72,2923382,-0.8592,2.8,495378009,120.126,121.71,45.21
05/01/1909,120,118.92,120.53,118.84,5901361,-0.9,1.69,249046792.3,120.201,121.546,41.21
06/01/1909,118.92,119.87,120.01,117.74,8895909,0.7989,2.27,516578550.9,120.402,121.419,45.75
07/01/1909,119.87,119.27,120.02,117.31,4067763,-0.5005,2.71,189700577.7,120.544,121.286,43.47
08/01/1909,119.27,121.25,121.43,119.1,6413395,1.6601,2.33,122748504.3,120.673,121.167,51.98
11/01/1909,121.25,122.2,122.53,120.68,809848,0.7835,1.85,603367547.5,120.861,121.042,55.45
12/01/1909,122.2,121.85,122.31,120.55,1589152,-0.2864,1.76,141114929.6,120.989,120.923,53.91
13/01/1909,121.85,122.41,123.55,120.63,891618,0.4596,2.92,264697544.6,121.174,120.833,56.02
14/01/1909,122.41,123.79,124.81,122.05,1085340,1.1274,2.76,240970414.7,121.434,120.787,60.78
15/01/1909,123.79,124.64,125.17,122.83,7131159,0.6866,2.34,254484340.5,121.73,120.73,63.41
18/01/1909,124.64,126.41,129.2,123.11,5523024,1.4201,6.09,239031310.1,122.032,120.737,68.2
19/01/1909,126.41,126.89,129.21,125.81,8446007,0.3797,3.4,188813542.7,122.333,120.787,69.37
20/01/1909,126.89,126.88,128.61,126.11,6714677,-0.0079,2.5,518979352.6,122.554,120.835,69.31
21/01/1909,126.88,126.35,127.42,124.67,350763,-0.4177,2.75,507366561,122.746,120.855,66.19
22/01/1909,126.35,126.01,126.89,125.35,4292154,-0.2691,1.54,488781984,122.883,120.918,64.2
25/01/1909,126.01,126.15,127.86,125.24,1036275,0.1111,2.62,455223769,123.054,120.985,64.67
26/01/1909,126.15,127.06,128.06,124.34,1649826,0.7214,3.72,375838295.3,123.322,121.087,67.66
27/01/1909,127.06,127.62,129.17,126.74,9597474,0.4407,2.43,425969798.6,123.562,121.259,69.37
28/01/1909,127.62,126.94,129.5,126.33,2894510,-0.5328,3.17,142596432.2,123.778,121.415,64.87
29/01/1909,126.94,125.31,127.07,124.54,4985500,-1.2841,2.53,364773650.3,123.991,121.537,55.58
01/02/1909,125.31,125.18,125.91,124.44,477557,-0.1037,1.47,552029966.3,124.25,121.647,54.9
02/02/1909,125.18,125.3,125.46,124.31,415750,0.0959,1.15,231037675.4,124.569,121.758,55.44
03/02/1909,125.3,126.68,126.85,123.73,4505237,1.1014,3.12,485390330.7,124.91,121.88,61.18
04/02/1909,126.68,125.54,127.39,122.79,1834210,-0.8999,4.6,173294468.1,125.223,122.001,54.89
05/02/1909,125.54,124.95,125.77,123.82,6829865,-0.47,1.95,163602943.6,125.408,122.11,51.91
08/02/1909,124.95,125.3,126.25,122.86,8701964,0.2801,3.39,495707559.9,125.563,122.23,53.52
09/02/1909,125.3,126.35,127.61,124.82,4827376,0.838,2.79,281877204.2,125.788,122.369,58.06
10/02/1909,126.35,125.47,128.22,124.75,1961128,-0.6965,3.47,292647437.2,125.941,122.481,53.36
11/02/1909,125.47,125.93,127.17,125.27,9113110,0.3666,1.9,403911732.4,126.048,122.607,55.39
12/02/1909,125.93,125.16,127.38,124.34,2440514,-0.6115,3.04,514041996.4,126.074,122.747,51.36
15/02/1909,125.16,125.46,126.01,123.29,7235180,0.2397,2.72,597366837.3,126.026,122.873,52.8
16/02/1909,125.46,125.5,126.67,124.22,9949510,0.0319,2.45,254084668.5,125.957,123.035,53
17/02/1909,125.5,126.2,127.54,125.1,1330280,0.5578,2.44,384578776.7,125.923,123.242,56.48
18/02/1909,126.2,127.78,129.16,125.31,2900310,1.252,3.85,371619263.8,125.994,123.469,63.11
19/02/1909,127.78,125.64,127.93,124.32,2499851,-1.6748,3.61,284040621.9,125.976,123.608,51.63
22/02/1909,125.64,127.85,127.97,125.13,1585834,1.759,2.84,528598206,126.061,123.796,59.77
23/02/1909,127.85,127.08,128.72,126.35,2851818,-0.6023,2.37,344642677.4,126.062,123.952,56.22
24/02/1909,127.08,127.53,129.01,126.7,1428148,0.3541,2.31,355431935.2,126.058,124.129,57.8
25/02/1909,127.53,129.32,130.57,126.96,9189390,1.4036,3.61,144028149.7,126.176,124.343,63.44
26/02/1909,129.32,129.52,130.78,127.79,7334390,0.1547,2.99,397980494.1,126.387,124.559,64.02
01/03/1909,129.52,129.98,131.72,129.26,7596691,0.3552,2.46,569398621.1,126.627,124.751,65.38
02/03/1909,129.98,128.68,131.33,128.29,6752245,-1.0002,3.04,278170460.8,126.796,124.907,58.64
03/03/1909,128.68,130.76,131.12,128.58,4313528,1.6164,2.54,626109056.6,127,125.073,64.88
04/03/1909,130.76,132,133.73,128.81,3633650,0.9483,4.92,422235949.7,127.323,125.263,67.98
05/03/1909,132,132.39,133.19,131.54,7884767,0.2955,1.65,374018449.4,127.695,125.446,68.91
08/03/1909,132.39,132.97,133.29,131.55,404182,0.4381,1.74,402394708.4,128.079,125.651,70.29
09/03/1909,132.97,132.29,133.92,129.58,1624255,-0.5114,4.34,298603289.7,128.376,125.863,66.56
10/03/1909,132.29,132.14,134.02,131.16,5960122,-0.1134,2.86,499545600.5,128.709,126.049,65.73
11/03/1909,132.14,130.52,132.84,130.48,2147951,-1.226,2.36,541768311.5,128.938,126.207,57.41
12/03/1909,130.52,130.26,130.8,128.97,337555,-0.1992,1.83,142645572,129.194,126.391,56.18
15/03/1909,130.26,132.55,134.41,129.09,8268616,1.758,5.32,581805882.6,129.548,126.642,63.57
16/03/1909,132.55,134.13,136.29,130.69,4769707,1.192,5.6,149074709.8,129.98,126.946,67.63
17/03/1909,134.13,133.87,136.98,133.14,892606,-0.1938,3.84,528986304.6,130.363,127.226,66.32
18/03/1909,133.87,135.32,138,133.18,5685312,1.0831,4.82,484325021.9,130.74,127.547,69.83
19/03/1909,135.32,136.74,136.76,134.86,4823147,1.0494,1.9,498383842,131.295,127.857,72.82
22/03/1909,136.74,133.86,138.22,132.09,7405554,-2.1062,6.13,447454965.6,131.596,128.09,59.87
23/03/1909,133.86,132.43,134.25,131.6,5104379,-1.0683,2.65,647961582.1,131.863,128.302,54.67
24/03/1909,132.43,131.8,132.52,131.59,1098278,-0.4757,0.93,146899831.7,132.076,128.49,52.51
25/03/1909,131.8,133,133.88,129.97,3896556,0.9105,3.91,529392031,132.26,128.674,56.08
26/03/1909,133,132.31,134.33,129.71,3504707,-0.5188,4.62,337047921.4,132.4,128.827,53.59
29/03/1909,132.31,132.16,133.26,131.01,2848658,-0.1134,2.25,432241212.5,132.509,128.942,53.03
30/03/1909,132.16,131.02,132.76,130.53,6445021,-0.8626,2.23,460699607.5,132.626,129.025,48.91
31/03/1909,131.02,130.12,132.2,129.13,9192716,-0.6869,3.07,206546362.2,132.594,129.09,45.88
01/04/1909,130.12,129.98,130.5,127.77,1051622,-0.1076,2.73,191831148.7,132.493,129.162,45.41
02/04/1909,129.98,131.94,132.77,129.52,8800519,1.5079,3.25,235153018.3,132.471,129.281,52.73
05/04/1909,131.94,131.56,132.28,130.58,9962813,-0.288,1.7,276177290.2,132.4,129.389,51.3
06/04/1909,131.56,132.19,133.3,130.54,3724777,0.4789,2.76,320398587.6,132.395,129.492,53.56
07/04/1909,132.19,131.71,132.79,131.57,9648821,-0.3631,1.22,173441924.9,132.374,129.573,51.59
08/04/1909,131.71,133.75,134.1,131.43,6874125,1.5489,2.67,351160183.4,132.535,129.71,58.55
09/04/1909,133.75,134.01,134.37,133,362051,0.1944,1.37,627966086.2,132.722,129.884,59.35
12/04/1909,134.01,134.9,136.51,133.81,3213257,0.6641,2.7,535400544.1,132.84,130.078,62.05
13/04/1909,134.9,134.55,136.11,134.49,2853528,-0.2595,1.62,528049432.9,132.861,130.263,60.35
14/04/1909,134.55,135.36,136.26,133.63,347180,0.602,2.63,332151854.7,132.936,130.437,62.89
15/04/1909,135.36,136,136.33,133.78,4926831,0.4728,2.55,462065985.5,132.969,130.646,64.8
16/04/1909,136,137.45,137.77,135.76,1181614,1.0662,2.01,287757524.4,133.005,130.896,68.74
19/04/1909,137.45,138.92,140.11,136.77,2516507,1.0695,3.34,353393510,133.258,131.168,72.14
20/04/1909,138.92,140.06,142.13,138.81,7514370,0.8206,3.32,352714086.5,133.64,131.442,74.46
21/04/1909,140.06,140.46,141.35,139.96,4609512,0.2856,1.39,576415482.3,134.072,131.742,75.24
22/04/1909,140.46,141.42,142.55,138.52,3339363,0.6835,4.03,436558890.9,134.493,132.052,77.05
23/04/1909,141.42,142.4,143.26,140.34,2836202,0.693,2.92,368418277.6,134.998,132.397,78.76
26/04/1909,142.4,142.56,142.98,142.07,5601093,0.1124,0.91,238863761,135.518,132.739,79.03
27/04/1909,142.56,143.67,145.29,141.77,2366830,0.7786,3.52,672561845.7,136.15,133.102,80.88
28/04/1909,143.67,144.61,145.57,143.01,2299119,0.6543,2.56,350547135.4,136.875,133.47,82.3
29/04/1909,144.61,143.84,145,142.53,8634036,-0.5325,2.47,336331638.2,137.568,133.792,77.24
30/04/1909,143.84,142.28,145.25,141.93,5686589,-1.0845,3.32,349814357.7,138.085,134.124,68.1
03/05/1909,142.28,142.55,143.28,141.4,9621226,0.1898,1.88,288984849.7,138.634,134.418,68.79
04/05/1909,142.55,142.12,144.36,141.82,266651,-0.3016,2.54,617084773.9,139.131,134.719,66.33
05/05/1909,142.12,141.54,143.09,140.92,1661589,-0.4081,2.17,535004651.5,139.622,134.999,63.07
06/05/1909,141.54,142.04,143.14,140.69,6639763,0.3533,2.45,532938529.9,140.037,135.254,64.68
07/05/1909,142.04,141.63,142.05,141.29,5790592,-0.2887,0.76,429557113.2,140.418,135.496,62.28
10/05/1909,141.63,141.12,142.19,140.6,2594544,-0.3601,1.59,260644807.3,140.729,135.719,59.32
11/05/1909,141.12,140.75,142.02,139.63,5375910,-0.2622,2.39,390614064.9,141.039,135.96,57.2
12/05/1909,140.75,141.19,142.93,140.5,5798777,0.3126,2.43,620243721.3,141.33,136.169,59.07
13/05/1909,141.19,142.92,144.9,141.04,5287264,1.2253,3.86,559939203.8,141.676,136.387,65.47
14/05/1909,142.92,143.65,144.5,142.8,6009776,0.5108,1.7,449127674.8,141.986,136.612,67.76
17/05/1909,143.65,144.61,145.72,143.38,6203283,0.6683,2.34,611768793.3,142.271,136.845,70.53
